whole_path,taxid,name_clean,command
 RumspYE71_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,244362,RumspYE71,"seqfu cat --append ""|kraken:taxid|244362""  RumspYE71_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_RumspYE71.fasta"
 RumspYE78_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,1352374,RumspYE78,"seqfu cat --append ""|kraken:taxid|1352374""  RumspYE78_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_RumspYE78.fasta"
 SarspDSM11001_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1798184,SarspDSM11001,"seqfu cat --append ""|kraken:taxid|1798184""  SarspDSM11001_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SarspDSM11001.fasta"
 SelrumAC2024_FD/Assembly/QC_and_Genome_Assembly/final.assembly.fasta,1392501,SelrumAC2024,"seqfu cat --append ""|kraken:taxid|1392501""  SelrumAC2024_FD/Assembly/QC_and_Genome_Assembly/final.assembly.fasta > N_SelrumAC2024.fasta"
 SelrumATCC12561_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1280706,SelrumATCC12561,"seqfu cat --append ""|kraken:taxid|1280706""  SelrumATCC12561_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelrumATCC12561.fasta"
 SelrumC3_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,971,SelrumC3,"seqfu cat --append ""|kraken:taxid|971""  SelrumC3_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_SelrumC3.fasta"
 SelrumHD4_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,971,SelrumHD4,"seqfu cat --append ""|kraken:taxid|971""  SelrumHD4_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelrumHD4.fasta"
 SelrumL14_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,971,SelrumL14,"seqfu cat --append ""|kraken:taxid|971""  SelrumL14_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelrumL14.fasta"
 SelrumZ108_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,971,SelrumZ108,"seqfu cat --append ""|kraken:taxid|971""  SelrumZ108_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelrumZ108.fasta"
 SelrumlacDSM2872_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,971,SelrumlacDSM2872,"seqfu cat --append ""|kraken:taxid|971""  SelrumlacDSM2872_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_SelrumlacDSM2872.fasta"
 SelrumS137_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,971,SelrumS137,"seqfu cat --append ""|kraken:taxid|971""  SelrumS137_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelrumS137.fasta"
 SelspAE3005_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1485543,SelspAE3005,"seqfu cat --append ""|kraken:taxid|1485543""  SelspAE3005_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelspAE3005.fasta"
 SelspFC4001_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1408313,SelspFC4001,"seqfu cat --append ""|kraken:taxid|1408313""  SelspFC4001_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelspFC4001.fasta"
 SelspND2010_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1410618,SelspND2010,"seqfu cat --append ""|kraken:taxid|1410618""  SelspND2010_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SelspND2010.fasta"
 ShaazaDSM18934_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1410674,ShaazaDSM18934,"seqfu cat --append ""|kraken:taxid|1410674""  ShaazaDSM18934_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_ShaazaDSM18934.fasta"
 ShaazaDSM20406_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,322505,ShaazaDSM20406,"seqfu cat --append ""|kraken:taxid|322505""  ShaazaDSM20406_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_ShaazaDSM20406.fasta"
 ShaazaKH1P5_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,322505,ShaazaKH1P5,"seqfu cat --append ""|kraken:taxid|322505""  ShaazaKH1P5_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_ShaazaKH1P5.fasta"
 ShaazaKH2P10_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,322505,ShaazaKH2P10,"seqfu cat --append ""|kraken:taxid|322505""  ShaazaKH2P10_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_ShaazaKH2P10.fasta"
 ShisonNLAEzlG496_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,624,ShisonNLAEzlG496,"seqfu cat --append ""|kraken:taxid|624""  ShisonNLAEzlG496_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_ShisonNLAEzlG496.fasta"
 StaepiAG42_FD/Assembly/QC_and_Genome_Assembly/final.assembly.fasta,1458470,StaepiAG42,"seqfu cat --append ""|kraken:taxid|1458470""  StaepiAG42_FD/Assembly/QC_and_Genome_Assembly/final.assembly.fasta > N_StaepiAG42.fasta"
 StaepiNLAEzlG239_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1282,StaepiNLAEzlG239,"seqfu cat --append ""|kraken:taxid|1282""  StaepiNLAEzlG239_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StaepiNLAEzlG239.fasta"
 Strbov2B_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1410675,Strbov2B,"seqfu cat --append ""|kraken:taxid|1410675""  Strbov2B_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_Strbov2B.fasta"
 StrbovAG46_FD/Assembly/QC_and_Genome_Assembly/final.assembly.fasta,1335,StrbovAG46,"seqfu cat --append ""|kraken:taxid|1335""  StrbovAG46_FD/Assembly/QC_and_Genome_Assembly/final.assembly.fasta > N_StrbovAG46.fasta"
 StrbovB315_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1280690,StrbovB315,"seqfu cat --append ""|kraken:taxid|1280690""  StrbovB315_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrbovB315.fasta"
 StrbovC277_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrbovC277,"seqfu cat --append ""|kraken:taxid|1335""  StrbovC277_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrbovC277.fasta"
 StrbovES1_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrbovES1,"seqfu cat --append ""|kraken:taxid|1335""  StrbovES1_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrbovES1.fasta"
 StrbovJB1_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,1294274,StrbovJB1,"seqfu cat --append ""|kraken:taxid|1294274""  StrbovJB1_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_StrbovJB1.fasta"
 StrbovSN033_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1280704,StrbovSN033,"seqfu cat --append ""|kraken:taxid|1280704""  StrbovSN033_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrbovSN033.fasta"
 StrequAR3_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequAR3,"seqfu cat --append ""|kraken:taxid|1335""  StrequAR3_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequAR3.fasta"
 StrequGA1_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,1335,StrequGA1,"seqfu cat --append ""|kraken:taxid|1335""  StrequGA1_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_StrequGA1.fasta"
 StrequH24_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequH24,"seqfu cat --append ""|kraken:taxid|1335""  StrequH24_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequH24.fasta"
 StrequMPR1_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequMPR1,"seqfu cat --append ""|kraken:taxid|1335""  StrequMPR1_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequMPR1.fasta"
 StrequMPR2_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequMPR2,"seqfu cat --append ""|kraken:taxid|1335""  StrequMPR2_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequMPR2.fasta"
 StrequMPR4_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequMPR4,"seqfu cat --append ""|kraken:taxid|1335""  StrequMPR4_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequMPR4.fasta"
 StrequSI_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSI,"seqfu cat --append ""|kraken:taxid|1335""  StrequSI_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSI.fasta"
 StrequSb04_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSb04,"seqfu cat --append ""|kraken:taxid|1335""  StrequSb04_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSb04.fasta"
 StrequSb05_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSb05,"seqfu cat --append ""|kraken:taxid|1335""  StrequSb05_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSb05.fasta"
 StrequSb09_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSb09,"seqfu cat --append ""|kraken:taxid|1335""  StrequSb09_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSb09.fasta"
 StrequSb10_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSb10,"seqfu cat --append ""|kraken:taxid|1335""  StrequSb10_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSb10.fasta"
 StrequSb13_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSb13,"seqfu cat --append ""|kraken:taxid|1335""  StrequSb13_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSb13.fasta"
 StrequSb17_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequSb17,"seqfu cat --append ""|kraken:taxid|1335""  StrequSb17_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequSb17.fasta"
 StrequYe01_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequYe01,"seqfu cat --append ""|kraken:taxid|1335""  StrequYe01_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequYe01.fasta"
 StrequpGA7_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequpGA7,"seqfu cat --append ""|kraken:taxid|1335""  StrequpGA7_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequpGA7.fasta"
 StrequpR5_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1335,StrequpR5,"seqfu cat --append ""|kraken:taxid|1335""  StrequpR5_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrequpR5.fasta"
 StrgalLMG15572_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,315405,StrgalLMG15572,"seqfu cat --append ""|kraken:taxid|315405""  StrgalLMG15572_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrgalLMG15572.fasta"
 StrgalVTM1R27_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,315405,StrgalVTM1R27,"seqfu cat --append ""|kraken:taxid|315405""  StrgalVTM1R27_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_StrgalVTM1R27.fasta"
 StrgalVTM1R29_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,315405,StrgalVTM1R29,"seqfu cat --append ""|kraken:taxid|315405""  StrgalVTM1R29_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrgalVTM1R29.fasta"
 StrgalVTM2R47_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,315405,StrgalVTM2R47,"seqfu cat --append ""|kraken:taxid|315405""  StrgalVTM2R47_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrgalVTM2R47.fasta"
 StrgalVTM3R24_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,315405,StrgalVTM3R24,"seqfu cat --append ""|kraken:taxid|315405""  StrgalVTM3R24_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrgalVTM3R24.fasta"
 StrgalVTM3R42_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,315405,StrgalVTM3R42,"seqfu cat --append ""|kraken:taxid|315405""  StrgalVTM3R42_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrgalVTM3R42.fasta"
 StrhenA4_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,439219,StrhenA4,"seqfu cat --append ""|kraken:taxid|439219""  StrhenA4_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_StrhenA4.fasta"
 Strsp45_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1855326,Strsp45,"seqfu cat --append ""|kraken:taxid|1855326""  Strsp45_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_Strsp45.fasta"
 StrspNLAEzlC503_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1855327,StrspNLAEzlC503,"seqfu cat --append ""|kraken:taxid|1855327""  StrspNLAEzlC503_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_StrspNLAEzlC503.fasta"
 SucrumDSM9236_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1123323,SucrumDSM9236,"seqfu cat --append ""|kraken:taxid|1123323""  SucrumDSM9236_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SucrumDSM9236.fasta"
 SucrumDSM11005_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,40841,SucrumDSM11005,"seqfu cat --append ""|kraken:taxid|40841""  SucrumDSM11005_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SucrumDSM11005.fasta"
 Sucdex22B_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,83771,Sucdex22B,"seqfu cat --append ""|kraken:taxid|83771""  Sucdex22B_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_Sucdex22B.fasta"
 SucdexACV10_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta,83771,SucdexACV10,"seqfu cat --append ""|kraken:taxid|83771""  SucdexACV10_FD/Assembly/QC_and_Genome_Assembly/assembly.fasta > N_SucdexACV10.fasta"
 SucdexH5_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,1410676,SucdexH5,"seqfu cat --append ""|kraken:taxid|1410676""  SucdexH5_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_SucdexH5.fasta"
 TrebryB25_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,163,TrebryB25,"seqfu cat --append ""|kraken:taxid|163""  TrebryB25_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_TrebryB25.fasta"
 TrebryNK4A124_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,877418,TrebryNK4A124,"seqfu cat --append ""|kraken:taxid|877418""  TrebryNK4A124_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_TrebryNK4A124.fasta"
 TrebryXBD1002_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta,163,TrebryXBD1002,"seqfu cat --append ""|kraken:taxid|163""  TrebryXBD1002_FD/Assembly/QC_and_Genome_Assembly/submission.assembly.fasta > N_TrebryXBD1002.fasta"
